interaction_id,customer_id,campaign_name,channel,event_date,sent,opened,clicked,converted,order_value,spend
INT117699,SWGY15802,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-08,1,0,0,0,0.0,0.44
INT117700,SWGY15936,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-01,1,0,0,0,0.0,4.74
INT117701,SWGY14538,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-03,1,1,1,1,568.47,0.43
INT117702,SWGY10968,SWIGGY_ONE_LAUNCH,Paid Social,2024-09-14,1,1,1,0,0.0,3.39
INT117703,SWGY14355,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-01-29,1,1,1,0,0.0,0.23
INT117705,SWGY12631,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-04,1,0,0,0,0.0,0.3
INT117706,SWGY11089,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-22,1,1,0,0,0.0,5.19
INT117707,SWGY12537,REFERRAL_GROWTH_DRIVE,Referral,2025-02-03,1,0,0,0,0.0,2.15
INT117708,SWGY15502,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-02-07,1,1,1,0,0.0,5.33
INT117709,SWGY14871,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-24,1,1,0,0,0.0,0.32
INT117710,SWGY12038,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-02,1,0,0,0,0.0,5.6
INT117711,SWGY15753,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-18,1,0,0,0,0.0,0.29
INT117712,SWGY13616,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-11-05,1,1,0,0,0.0,2.34
INT117713,SWGY12074,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-05,1,0,0,0,0.0,5.24
INT117714,SWGY15580,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-28,1,0,0,0,0.0,6.06
INT117715,SWGY14258,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-05-31,1,0,0,0,0.0,5.63
INT117716,SWGY14247,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-12-12,1,1,1,0,0.0,3.9
INT117717,SWGY14623,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-01-05,1,1,1,1,136.94,3.82
INT117718,SWGY13302,REFERRAL_GROWTH_DRIVE,Referral,2025-06-14,1,0,0,0,0.0,1.51
INT117719,SWGY13908,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-11-13,1,0,0,0,0.0,4.89
INT117720,SWGY11383,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-15,1,0,0,0,0.0,2.85
INT117721,SWGY11037,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-03-03,1,1,0,0,0.0,0.28
INT117722,SWGY13712,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-26,1,0,0,0,0.0,3.26
INT117724,SWGY13852,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-11-25,1,0,0,0,0.0,0.22
INT117725,SWGY15761,REFERRAL_GROWTH_DRIVE,Referral,2024-08-16,1,0,0,0,0.0,1.74
INT117726,SWGY12412,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-25,1,1,0,0,0.0,0.32
INT117727,SWGY14025,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-10,1,0,0,0,0.0,0.52
INT117729,SWGY10604,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-02-14,1,1,0,0,0.0,5.31
INT117730,SWGY15762,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-15,1,1,1,1,393.9,2.17
INT117731,SWGY13813,IPL_2025_SPONSORSHIP,Push Notification (App),2024-02-10,1,1,1,1,91.59,0.32
INT117732,SWGY14242,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-03-12,1,1,1,1,79.15,2.8
INT117733,SWGY14328,REFERRAL_GROWTH_DRIVE,Referral,2025-06-05,1,1,0,0,0.0,1.91
INT117734,SWGY11882,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-18,1,0,0,0,0.0,0.41
INT117735,SWGY12547,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-25,1,1,0,0,0.0,2.97
INT117736,SWGY12804,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2023-08-25,1,1,0,0,0.0,4.35
INT117737,SWGY15805,SWIGGY_ONE_LAUNCH,Paid Social,2024-03-11,1,1,1,0,0.0,5.26
INT117738,SWGY12508,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2023-11-13,1,1,1,1,173.86,4.83
INT117739,SWGY12654,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-09-24,1,0,0,0,0.0,6.17
INT117740,SWGY11598,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-04,1,0,0,0,0.0,0.39
INT117741,SWGY11635,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-01-14,1,0,0,0,0.0,0.64
INT117742,SWGY11847,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-27,1,0,0,0,0.0,0.73
INT117743,SWGY15062,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-04-23,1,1,1,1,452.87,5.62
INT117744,SWGY13368,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-09,1,1,0,0,0.0,3.67
INT117745,SWGY10620,REFERRAL_GROWTH_DRIVE,Referral,2025-06-30,1,1,0,0,0.0,1.5
INT117746,SWGY14679,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-03,1,0,0,0,0.0,0.36
INT117747,SWGY11346,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-01,1,0,0,0,0.0,0.51
INT117748,SWGY14296,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-12-16,1,1,0,0,0.0,0.33
INT117749,SWGY11584,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-01,1,0,0,0,0.0,0.29
INT117750,SWGY12536,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-29,1,0,0,0,0.0,0.45
INT117751,SWGY12331,WINBACK_DORMANT_USERS,Push Notification (App),2024-05-04,1,1,0,0,0.0,0.42
INT117752,SWGY10583,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-04,1,1,0,0,0.0,3.89
INT117753,SWGY10219,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-02-10,1,1,1,0,0.0,3.08
INT117755,SWGY11467,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-14,1,0,0,0,0.0,0.28
INT117756,SWGY10916,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-02-29,1,1,0,0,0.0,3.67
INT117758,SWGY14048,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-01-23,1,1,0,0,0.0,0.36
INT117759,SWGY10714,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-04-25,1,0,0,0,0.0,4.9
INT117760,SWGY12093,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-28,1,0,0,0,0.0,0.31
INT117761,SWGY11568,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-19,1,0,0,0,0.0,0.25
INT117762,SWGY15113,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-02,1,0,0,0,0.0,4.51
INT117763,SWGY12173,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-17,1,1,1,0,0.0,0.32
INT117764,SWGY13701,WINBACK_DORMANT_USERS,Push Notification (App),2024-12-08,1,1,1,0,0.0,0.39
INT117765,SWGY14230,SWIGGY_ONE_LAUNCH,Paid Social,2024-05-01,1,1,0,0,0.0,5.78
INT117766,SWGY14147,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-04-21,1,0,0,0,0.0,0.32
INT117767,SWGY13474,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-01,1,0,0,0,0.0,4.59
INT117769,SWGY12676,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-23,1,0,0,0,0.0,6.76
INT117770,SWGY12539,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-05,1,1,1,0,0.0,0.31
INT117771,SWGY10604,SWIGGY_ONE_LAUNCH,Paid Social,2024-10-23,1,0,0,0,0.0,3.42
INT117772,SWGY12821,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-13,1,0,0,0,0.0,3.98
INT117773,SWGY11709,INSTAMART_10MIN_PUSH,Push Notification (App),2023-08-16,1,0,0,0,0.0,0.35
INT117774,SWGY13632,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-30,1,1,1,1,125.17,5.9
INT117775,SWGY14485,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-04-14,1,1,0,0,0.0,0.27
INT117776,SWGY12229,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-09,1,1,0,0,0.0,3.77
INT117777,SWGY11847,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-06,1,0,0,0,0.0,0.31
INT117778,SWGY11149,WINBACK_DORMANT_USERS,Push Notification (App),2024-12-26,1,1,0,0,0.0,0.5
INT117779,SWGY13130,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-06-04,1,0,0,0,0.0,5.5
INT117780,SWGY15508,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-03,1,0,0,0,0.0,2.82
INT117781,SWGY13483,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-17,1,1,0,0,0.0,3.3
INT117782,SWGY13498,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-09,1,1,1,0,0.0,4.71
INT117783,SWGY15390,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-13,1,0,0,0,0.0,0.59
INT117784,SWGY12470,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-10,1,1,0,0,0.0,0.48
INT117785,SWGY15620,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-12,1,1,0,0,0.0,4.01
INT117786,SWGY11450,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2023-11-24,1,1,0,0,0.0,6.57
INT117787,SWGY13905,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-05-09,1,1,0,0,0.0,6.55
INT117788,SWGY10041,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-07-05,1,1,1,0,0.0,6.41
INT117789,SWGY11994,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2023-10-22,1,0,0,0,0.0,2.37
INT117790,SWGY14217,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-12,1,0,0,0,0.0,0.34
INT117791,SWGY11763,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-13,1,1,1,0,0.0,5.98
INT117792,SWGY13431,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-05-20,1,1,1,1,33.59,2.86
INT117793,SWGY13518,INSTAMART_10MIN_PUSH,Push Notification (App),2024-09-14,1,1,0,0,0.0,0.38
INT117794,SWGY13534,IPL_2025_SPONSORSHIP,Push Notification (App),2024-08-26,1,1,1,0,0.0,0.46
INT117795,SWGY13183,REFERRAL_GROWTH_DRIVE,Referral,2024-05-28,1,0,0,0,0.0,1.51
INT117796,SWGY12064,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-10,1,1,0,0,0.0,0.42
INT117797,SWGY15508,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-05,1,1,0,0,0.0,5.25
INT117798,SWGY14812,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-11,1,0,0,0,0.0,0.32
INT117799,SWGY12389,REFERRAL_GROWTH_DRIVE,Referral,2025-06-28,1,0,0,0,0.0,2.28
INT117800,SWGY11049,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-24,1,1,0,0,0.0,4.18
INT117801,SWGY11126,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-19,1,0,0,0,0.0,0.24
INT117802,SWGY14907,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-23,1,0,0,0,0.0,0.7
INT117803,SWGY12991,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-12-24,1,1,0,0,0.0,2.61
INT117804,SWGY15348,WINBACK_DORMANT_USERS,Push Notification (App),2024-06-20,1,1,0,0,0.0,0.44
INT117805,SWGY11289,SWIGGY_ONE_LAUNCH,Paid Social,2024-06-08,1,0,0,0,0.0,5.39
INT117806,SWGY11340,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-01,1,0,0,0,0.0,6.08
INT117807,SWGY15635,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-06-21,1,1,0,0,0.0,0.33
INT117808,SWGY11353,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-17,1,0,0,0,0.0,0.41
INT117809,SWGY15187,WINBACK_DORMANT_USERS,Push Notification (App),2025-04-01,1,1,1,0,0.0,0.3
INT117810,SWGY15674,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-21,1,0,0,0,0.0,0.27
INT117811,SWGY11590,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-13,1,0,0,0,0.0,0.31
INT117812,SWGY14812,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-24,1,1,0,0,0.0,5.44
INT117813,SWGY11359,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-21,1,1,1,0,0.0,6.13
INT117814,SWGY11688,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-24,1,1,1,0,0.0,6.13
INT117815,SWGY14563,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-06,1,0,0,0,0.0,3.43
INT117816,SWGY15687,INSTAMART_10MIN_PUSH,Push Notification (App),2024-10-16,1,0,0,0,0.0,0.29
INT117817,SWGY12875,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-21,1,1,0,0,0.0,4.41
INT117818,SWGY15291,SWIGGY_ONE_LAUNCH,Paid Social,2025-04-16,1,0,0,0,0.0,5.57
INT117819,SWGY11340,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-26,1,1,0,0,0.0,0.38
INT117820,SWGY13997,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-16,1,1,0,0,0.0,0.49
INT117821,SWGY11419,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-05-24,1,1,1,1,293.22,0.28
INT117822,SWGY14891,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-28,1,1,0,0,0.0,0.33
INT117823,SWGY11797,REFERRAL_GROWTH_DRIVE,Referral,2025-04-17,1,0,0,0,0.0,2.0
INT117824,SWGY13788,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-18,1,0,0,0,0.0,4.58
INT117825,SWGY14752,REFERRAL_GROWTH_DRIVE,Referral,2024-09-21,1,0,0,0,0.0,2.27
INT117826,SWGY14318,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-12-20,1,0,0,0,0.0,3.75
INT117827,SWGY12716,REFERRAL_GROWTH_DRIVE,Referral,2025-06-05,1,1,1,1,148.98,2.0
INT117828,SWGY12743,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-24,1,1,0,0,0.0,0.78
INT117829,SWGY15970,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-05-24,1,1,1,0,0.0,0.36
INT117830,SWGY12027,IPL_2025_SPONSORSHIP,Push Notification (App),2024-06-15,1,0,0,0,0.0,0.42
INT117831,SWGY14008,IPL_2025_SPONSORSHIP,Push Notification (App),2025-04-01,1,1,0,0,0.0,0.32
INT117832,SWGY10399,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-03-13,1,1,0,0,0.0,4.88
INT117833,SWGY10982,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-02,1,1,1,0,0.0,3.23
INT117835,SWGY14379,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-03-14,1,1,1,0,0.0,5.64
INT117836,SWGY15080,REFERRAL_GROWTH_DRIVE,Referral,2025-06-27,1,0,0,0,0.0,1.76
INT117837,SWGY15481,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-20,1,0,0,0,0.0,0.33
INT117838,SWGY11193,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-10-11,1,1,0,0,0.0,0.7
INT117839,SWGY14754,WINBACK_DORMANT_USERS,Push Notification (App),2024-08-13,1,1,0,0,0.0,0.51
INT117840,SWGY11815,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-19,1,1,1,1,197.87,5.84
INT117841,SWGY14465,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-02,1,1,1,0,0.0,6.49
INT117842,SWGY11157,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-03,1,0,0,0,0.0,0.49
INT117843,SWGY14301,REFERRAL_GROWTH_DRIVE,Referral,2025-02-05,1,0,0,0,0.0,1.54
INT117844,SWGY13888,WINBACK_DORMANT_USERS,Push Notification (App),2024-11-08,1,1,1,0,0.0,0.29
INT117845,SWGY12368,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-04,1,1,1,0,0.0,0.24
INT117846,SWGY10361,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-14,1,1,1,0,0.0,4.16
INT117848,SWGY12648,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-01-02,1,1,1,0,0.0,3.23
INT117849,SWGY11787,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-04,1,0,0,0,0.0,0.31
INT117850,SWGY12428,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-12,1,1,1,0,0.0,0.51
INT117851,SWGY10585,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-09,1,0,0,0,0.0,6.13
INT117852,SWGY13975,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-04-22,1,0,0,0,0.0,0.28
INT117853,SWGY10421,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-23,1,1,0,0,0.0,0.4
INT117854,SWGY14599,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2023-11-15,1,1,0,0,0.0,5.19
INT117855,SWGY14134,REFERRAL_GROWTH_DRIVE,Referral,2023-08-27,1,1,0,0,0.0,2.02
INT117856,SWGY15136,INSTAMART_10MIN_PUSH,Push Notification (App),2025-03-12,1,0,0,0,0.0,0.35
INT117857,SWGY10305,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-07,1,0,0,0,0.0,3.57
INT117858,SWGY15588,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-05-15,1,0,0,0,0.0,3.77
INT117859,SWGY13087,IPL_2025_SPONSORSHIP,Push Notification (App),2025-04-28,1,1,0,0,0.0,0.35
INT117860,SWGY11444,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-12,1,1,0,0,0.0,4.85
INT117861,SWGY10937,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-30,1,1,0,0,0.0,0.39
INT117862,SWGY13499,INSTAMART_10MIN_PUSH,Push Notification (App),2024-01-15,1,1,0,0,0.0,0.28
INT117863,SWGY15788,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-21,1,1,0,0,0.0,3.79
INT117864,SWGY15670,INSTAMART_10MIN_PUSH,Push Notification (App),2025-05-31,1,1,1,0,0.0,0.42
INT117865,SWGY10878,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-09-22,1,1,0,0,0.0,0.72
INT117866,SWGY15340,INSTAMART_10MIN_PUSH,Push Notification (App),2024-08-10,1,1,0,0,0.0,0.44
INT117867,SWGY15331,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-16,1,0,0,0,0.0,0.61
INT117868,SWGY10183,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-28,1,1,0,0,0.0,0.37
INT117870,SWGY14131,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-03-13,1,1,0,0,0.0,3.96
INT117871,SWGY14942,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-31,1,0,0,0,0.0,0.35
INT117873,SWGY15796,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-23,1,1,1,0,0.0,0.22
INT117874,SWGY10787,SWIGGY_ONE_LAUNCH,Paid Social,2023-10-02,1,0,0,0,0.0,4.1
INT117875,SWGY11923,INSTAMART_10MIN_PUSH,Push Notification (App),2025-01-27,1,0,0,0,0.0,0.43
INT117876,SWGY12124,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-01-17,1,1,0,0,0.0,4.41
INT117877,SWGY14651,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-12-03,1,1,1,0,0.0,3.7
INT117878,SWGY14416,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-02,1,1,1,0,0.0,3.79
INT117879,SWGY13654,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-10-16,1,1,0,0,0.0,2.99
INT117880,SWGY14963,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-05-05,1,1,0,0,0.0,3.98
INT117881,SWGY10216,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-03,1,0,0,0,0.0,4.49
INT117882,SWGY11756,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-03,1,0,0,0,0.0,0.61
INT117883,SWGY15047,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-09,1,0,0,0,0.0,0.43
INT117884,SWGY10361,INSTAMART_10MIN_PUSH,Push Notification (App),2024-12-14,1,1,0,0,0.0,0.3
INT117885,SWGY13005,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-15,1,0,0,0,0.0,0.31
INT117886,SWGY11544,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-01,1,0,0,0,0.0,0.33
INT117887,SWGY14063,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-25,1,1,0,0,0.0,5.4
INT117888,SWGY11354,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-14,1,1,0,0,0.0,4.17
INT117889,SWGY10820,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-07,1,0,0,0,0.0,0.35
INT117890,SWGY10689,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-20,1,1,1,0,0.0,0.24
INT117891,SWGY12522,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-08,1,1,1,0,0.0,2.77
INT117892,SWGY10428,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-24,1,0,0,0,0.0,5.13
INT117894,SWGY13957,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-17,1,1,0,0,0.0,4.0
INT117895,SWGY12038,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-18,1,1,0,0,0.0,0.56
INT117896,SWGY11697,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-24,1,1,1,0,0.0,4.19
INT117897,SWGY11136,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-24,1,1,0,0,0.0,3.72
INT117898,SWGY12588,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-01-04,1,1,0,0,0.0,3.89
INT117899,SWGY12549,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-16,1,1,0,0,0.0,4.19
INT117900,SWGY12676,SWIGGY_ONE_LAUNCH,Paid Social,2025-05-31,1,1,0,0,0.0,4.16
INT117901,SWGY12807,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-02-09,1,0,0,0,0.0,6.09
INT117902,SWGY10784,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-16,1,0,0,0,0.0,2.46
INT117903,SWGY15371,REFERRAL_GROWTH_DRIVE,Referral,2024-09-27,1,0,0,0,0.0,1.45
INT117904,SWGY11646,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-06-04,1,0,0,0,0.0,0.34
INT117905,SWGY10768,INSTAMART_10MIN_PUSH,Push Notification (App),2025-04-06,1,1,1,0,0.0,0.32
INT117906,SWGY11673,WINBACK_DORMANT_USERS,Push Notification (App),2024-01-14,1,0,0,0,0.0,0.32
INT117907,SWGY14120,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-10-07,1,1,0,0,0.0,5.78
INT117908,SWGY10285,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-03,1,0,0,0,0.0,0.29
INT117909,SWGY14662,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-13,1,1,0,0,0.0,0.36
INT117910,SWGY12957,REFERRAL_GROWTH_DRIVE,Referral,2024-08-19,1,1,0,0,0.0,2.25
INT117911,SWGY14755,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-12,1,1,0,0,0.0,0.34
INT117912,SWGY13405,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-05,1,1,0,0,0.0,4.69
INT117914,SWGY14568,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-15,1,0,0,0,0.0,0.71
INT117915,SWGY15724,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-06-01,1,0,0,0,0.0,0.25
INT117916,SWGY11749,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-01-20,1,1,1,0,0.0,6.56
INT117917,SWGY10281,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-03-23,1,1,1,0,0.0,0.47
INT117918,SWGY12174,SWIGGY_ONE_LAUNCH,Paid Social,2023-12-21,1,0,0,0,0.0,5.87
INT117919,SWGY11650,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-02,1,1,0,0,0.0,0.35
INT117920,SWGY10266,INSTAMART_10MIN_PUSH,Push Notification (App),2024-04-18,1,1,1,0,0.0,0.31
INT117921,SWGY12298,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,1,0,0,0.0,2.79
INT117922,SWGY15003,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-10-09,1,1,1,1,172.64,0.6
INT117923,SWGY10337,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2023-12-31,1,0,0,0,0.0,2.87
INT117924,SWGY10610,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-31,1,1,0,0,0.0,0.29
INT117925,SWGY10717,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-04-26,1,0,0,0,0.0,3.82
INT117926,SWGY15967,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-08-10,1,0,0,0,0.0,0.44
INT117927,SWGY15644,IPL_2025_SPONSORSHIP,Push Notification (App),2024-03-04,1,0,0,0,0.0,0.4
INT117928,SWGY10447,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-03-18,1,1,1,0,0.0,0.75
INT117929,SWGY11008,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-04,1,1,1,0,0.0,0.35
INT117930,SWGY15160,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-05-31,1,1,1,0,0.0,0.34
INT117931,SWGY14071,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-02-05,1,1,0,0,0.0,0.37
INT117932,SWGY13123,INSTAMART_10MIN_PUSH,Push Notification (App),2025-01-01,1,1,0,0,0.0,0.39
INT117933,SWGY10259,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-06,1,0,0,0,0.0,4.53
