customer_id,recency,frequency,monetary,R,F,M,rfm_score,tier
SWGY13661,203,1,8.04,2,2,1,5,At-Risk
SWGY13662,257,1,249.71,2,2,3,7,Potential
SWGY13664,193,1,258.3,2,2,3,7,Potential
SWGY13665,87,2,411.61,2,4,4,10,Champions
SWGY13672,3,1,202.05,4,2,3,9,Loyal
SWGY13675,4,1,509.98,4,3,4,11,Champions
SWGY13678,240,1,287.06,2,3,3,8,Loyal
SWGY13687,232,1,83.29,2,3,1,6,Potential
SWGY13692,387,1,156.68,1,3,2,6,Potential
SWGY13694,18,1,177.02,4,3,2,9,Loyal
SWGY13698,84,2,717.91,3,4,4,11,Champions
SWGY13700,134,1,430.69,2,3,4,9,Loyal
SWGY13704,188,1,129.08,2,3,2,7,Potential
SWGY13705,25,1,443.38,3,3,4,10,Champions
SWGY13710,373,1,251.38,1,3,3,7,Potential
SWGY13712,253,1,310.58,2,3,3,8,Loyal
SWGY13714,309,1,347.33,1,3,4,8,Loyal
SWGY13723,23,1,229.16,3,3,3,9,Loyal
SWGY13731,10,2,269.73,4,4,3,11,Champions
SWGY13733,532,1,99.45,1,3,1,5,At-Risk
SWGY13735,28,1,163.99,3,3,2,8,Loyal
SWGY13738,28,1,78.3,3,3,1,7,Potential
SWGY13747,3,1,182.08,4,3,2,9,Loyal
SWGY13752,290,1,311.84,1,3,3,7,Potential
SWGY13753,97,1,57.39,2,3,1,6,Potential
SWGY13754,7,2,455.75,4,4,4,12,Champions
SWGY13761,560,1,251.43,1,3,3,7,Potential
SWGY13766,76,1,115.3,3,3,2,8,Loyal
SWGY13768,29,2,213.3,3,4,3,10,Champions
SWGY13773,22,1,263.76,3,3,3,9,Loyal
SWGY13790,2,3,655.64,4,4,4,12,Champions
SWGY13800,22,2,601.0899999999999,3,4,4,11,Champions
SWGY13804,2,1,165.76,4,3,2,9,Loyal
SWGY13805,7,1,15.54,4,3,1,8,Loyal
SWGY13810,166,1,91.54,2,3,1,6,Potential
SWGY13813,507,2,114.62,1,4,2,7,Potential
SWGY13814,1,2,912.09,4,4,4,12,Champions
SWGY13817,45,1,98.75,3,3,1,7,Potential
SWGY13819,329,1,26.98,1,3,1,5,At-Risk
SWGY13821,365,1,114.59,1,3,2,6,Potential
SWGY13822,337,1,215.87,1,3,3,7,Potential
SWGY13824,5,1,632.54,4,3,4,11,Champions
SWGY13827,152,1,87.05,2,3,1,6,Potential
SWGY13828,294,1,238.87,1,3,3,7,Potential
SWGY13829,25,1,126.53,3,3,2,8,Loyal
SWGY13830,203,2,443.63,2,4,4,10,Champions
SWGY13831,18,1,91.09,4,3,1,8,Loyal
SWGY13832,21,1,237.89,3,3,3,9,Loyal
SWGY13835,350,1,61.83,1,3,1,5,At-Risk
SWGY13852,45,1,201.5,3,3,3,9,Loyal
SWGY13857,500,2,503.37,1,4,4,9,Loyal
SWGY13862,248,1,230.05,2,3,3,8,Loyal
SWGY13863,16,2,568.86,4,4,4,12,Champions
SWGY13864,223,1,125.19,2,3,2,7,Potential
SWGY13872,574,1,138.71,1,3,2,6,Potential
SWGY13873,26,1,136.25,3,3,2,8,Loyal
SWGY13875,123,1,299.69,2,3,3,8,Loyal
SWGY13879,259,1,330.36,2,3,4,9,Loyal
SWGY13881,402,1,573.25,1,3,4,8,Loyal
SWGY13883,22,1,150.53,3,3,2,8,Loyal
SWGY13888,472,1,412.41,1,3,4,8,Loyal
SWGY13892,490,1,100.46,1,3,1,5,At-Risk
SWGY13898,148,1,127.72,2,3,2,7,Potential
SWGY13915,333,1,392.49,1,3,4,8,Loyal
SWGY13918,196,1,270.5,2,3,3,8,Loyal
SWGY13921,45,1,146.49,3,3,2,8,Loyal
SWGY13923,309,1,49.16,1,3,1,5,At-Risk
SWGY13925,16,1,22.9,4,3,1,8,Loyal
SWGY13927,461,1,110.8,1,3,2,6,Potential
SWGY13932,561,1,485.93,1,3,4,8,Loyal
SWGY13936,54,1,247.15,3,3,3,9,Loyal
SWGY13940,143,1,75.47,2,3,1,6,Potential
SWGY13942,31,1,230.37,3,3,3,9,Loyal
SWGY13952,368,1,206.96,1,3,3,7,Potential
SWGY13957,6,2,386.1,4,4,4,12,Champions
SWGY13958,20,1,203.89,3,3,3,9,Loyal
SWGY13959,11,1,193.71,4,3,3,10,Champions
SWGY13963,266,1,169.03,1,3,2,6,Potential
SWGY13966,168,1,149.06,2,3,2,7,Potential
SWGY13968,302,1,69.5,1,3,1,5,At-Risk
SWGY13973,421,1,25.04,1,3,1,5,At-Risk
SWGY13980,189,1,94.13,2,3,1,6,Potential
SWGY13981,21,1,102.16,3,3,1,7,Potential
SWGY13983,330,1,289.05,1,3,3,7,Potential
SWGY13984,1,1,151.77,4,3,2,9,Loyal
SWGY13985,112,1,241.65,2,3,3,8,Loyal
SWGY13989,278,2,278.87,1,4,3,8,Loyal
SWGY14000,482,1,15.66,1,3,1,5,At-Risk
SWGY14002,2,1,34.93,4,3,1,8,Loyal
SWGY14004,27,1,130.52,3,3,2,8,Loyal
SWGY14007,237,1,201.51,2,3,3,8,Loyal
SWGY14011,128,1,207.79,2,3,3,8,Loyal
SWGY14012,11,1,203.59,4,3,3,10,Champions
SWGY14015,582,2,219.31,1,4,3,8,Loyal
SWGY14023,2,1,511.96,4,3,4,11,Champions
SWGY14024,14,2,406.99,4,4,4,12,Champions
SWGY14026,15,1,308.7,4,3,3,10,Champions
SWGY14027,166,1,322.71,2,3,3,8,Loyal
SWGY14028,3,2,189.75,4,4,2,10,Champions
SWGY14032,195,1,331.56,2,3,4,9,Loyal
SWGY14034,56,2,158.64999999999998,3,4,2,9,Loyal
SWGY14047,577,1,143.4,1,3,2,6,Potential
SWGY14049,16,2,391.37,4,4,4,12,Champions
SWGY14057,31,2,321.27,3,4,3,10,Champions
SWGY14058,9,2,376.51,4,4,4,12,Champions
SWGY14059,289,2,416.14,1,4,4,9,Loyal
SWGY14063,99,1,140.98,2,3,2,7,Potential
SWGY14065,196,1,261.96,2,3,3,8,Loyal
SWGY14067,28,1,409.58,3,3,4,10,Champions
SWGY14069,348,1,203.51,1,3,3,7,Potential
SWGY14075,8,1,139.73,4,3,2,9,Loyal
SWGY14078,23,1,219.84,3,3,3,9,Loyal
SWGY14083,18,1,187.45,4,3,2,9,Loyal
SWGY14085,193,1,123.49,2,3,2,7,Potential
SWGY14088,71,1,124.06,3,3,2,8,Loyal
SWGY14089,17,1,160.92,4,3,2,9,Loyal
SWGY14090,13,1,445.13,4,3,4,11,Champions
SWGY14098,382,1,472.78,1,3,4,8,Loyal
SWGY14100,5,1,54.32,4,3,1,8,Loyal
SWGY14104,6,1,72.52,4,3,1,8,Loyal
SWGY14111,4,1,423.56,4,3,4,11,Champions
SWGY14113,263,1,227.89,2,3,3,8,Loyal
SWGY14115,75,2,327.03000000000003,3,4,4,11,Champions
SWGY14121,15,1,134.4,4,3,2,9,Loyal
SWGY14134,170,1,44.92,2,3,1,6,Potential
SWGY14138,255,1,200.84,2,3,3,8,Loyal
SWGY14140,29,1,34.23,3,3,1,7,Potential
SWGY14144,382,1,167.05,1,3,2,6,Potential
SWGY14146,78,1,182.32,3,3,2,8,Loyal
SWGY14147,103,1,432.77,2,3,4,9,Loyal
SWGY14154,161,1,403.81,2,3,4,9,Loyal
SWGY14164,167,1,235.23,2,3,3,8,Loyal
SWGY14165,16,2,541.74,4,4,4,12,Champions
SWGY14169,190,1,32.08,2,3,1,6,Potential
SWGY14174,2,2,185.61,4,4,2,10,Champions
SWGY14177,31,2,208.42000000000002,3,4,3,10,Champions
SWGY14180,22,1,136.92,3,3,2,8,Loyal
SWGY14181,10,1,165.27,4,3,2,9,Loyal
SWGY14186,17,3,488.71000000000004,4,4,4,12,Champions
SWGY14188,593,1,266.26,1,3,3,7,Potential
SWGY14190,320,1,213.69,1,3,3,7,Potential
SWGY14195,252,1,327.44,2,3,4,9,Loyal
SWGY14200,36,1,137.83,3,3,2,8,Loyal
SWGY14201,24,1,326.64,3,3,4,10,Champions
SWGY14206,29,1,50.64,3,3,1,7,Potential
SWGY14213,25,1,86.06,3,3,1,7,Potential
SWGY14220,155,1,301.25,2,3,3,8,Loyal
SWGY14236,52,1,46.78,3,3,1,7,Potential
SWGY14242,476,1,79.15,1,3,1,5,At-Risk
SWGY14243,19,1,11.72,3,3,1,7,Potential
SWGY14248,20,1,145.05,3,3,2,8,Loyal
SWGY14254,543,1,70.45,1,3,1,5,At-Risk
SWGY14257,225,1,198.59,2,3,3,8,Loyal
SWGY14258,440,1,253.01,1,3,3,7,Potential
SWGY14263,536,1,15.88,1,3,1,5,At-Risk
SWGY14264,82,1,117.22,3,3,2,8,Loyal
SWGY14265,204,2,453.09000000000003,2,4,4,10,Champions
SWGY14266,26,1,67.05,3,3,1,7,Potential
SWGY14272,309,1,34.28,1,3,1,5,At-Risk
SWGY14273,19,1,82.47,3,3,1,7,Potential
SWGY14275,120,2,361.0,2,4,4,10,Champions
SWGY14277,238,2,368.3,2,4,4,10,Champions
SWGY14278,123,1,132.34,2,3,2,7,Potential
SWGY14281,291,1,46.63,1,3,1,5,At-Risk
SWGY14284,57,1,171.66,3,3,2,8,Loyal
SWGY14285,330,1,255.33,1,3,3,7,Potential
SWGY14289,117,2,169.24,2,4,2,8,Loyal
SWGY14290,442,1,36.28,1,3,1,5,At-Risk
SWGY14292,21,1,225.09,3,3,3,9,Loyal
SWGY14300,24,1,185.2,3,3,2,8,Loyal
SWGY14306,2,1,212.5,4,3,3,10,Champions
SWGY14308,559,1,311.08,1,3,3,7,Potential
SWGY14311,7,3,933.23,4,4,4,12,Champions
SWGY14318,163,1,150.6,2,3,2,7,Potential
SWGY14322,384,1,196.22,1,3,3,7,Potential
SWGY14336,30,1,71.82,3,3,1,7,Potential
SWGY14339,14,1,196.04,4,3,3,10,Champions
SWGY14341,386,1,77.01,1,3,1,5,At-Risk
SWGY14342,12,1,257.16,4,3,3,10,Champions
SWGY14345,170,1,66.07,2,3,1,6,Potential
SWGY14347,15,3,549.18,4,4,4,12,Champions
SWGY14349,123,1,158.75,2,3,2,7,Potential
SWGY14350,5,1,112.6,4,3,2,9,Loyal
SWGY14358,532,1,444.01,1,3,4,8,Loyal
SWGY14359,322,1,31.97,1,3,1,5,At-Risk
SWGY14362,25,2,701.3299999999999,3,4,4,11,Champions
SWGY14369,62,1,128.82,3,3,2,8,Loyal
SWGY14377,6,1,109.48,4,3,2,9,Loyal
SWGY14378,50,1,281.78,3,3,3,9,Loyal
SWGY14385,232,1,282.67,2,3,3,8,Loyal
SWGY14387,21,1,302.21,3,3,3,9,Loyal
SWGY14389,11,2,195.48000000000002,4,4,3,11,Champions
SWGY14390,5,1,38.79,4,3,1,8,Loyal
SWGY14394,78,1,88.97,3,3,1,7,Potential
SWGY14396,83,1,363.93,3,3,4,10,Champions
SWGY14399,15,1,35.6,4,3,1,8,Loyal
SWGY14401,64,1,133.33,3,3,2,8,Loyal
SWGY14404,70,1,245.95,3,3,3,9,Loyal
SWGY14406,208,1,216.89,2,3,3,8,Loyal
SWGY14410,23,1,160.96,3,3,2,8,Loyal
SWGY14411,316,1,189.9,1,3,2,6,Potential
SWGY14412,176,1,141.97,2,3,2,7,Potential
SWGY14413,423,1,159.61,1,3,2,6,Potential
SWGY14416,5,2,215.68,4,4,3,11,Champions
SWGY14425,266,2,530.92,1,4,4,9,Loyal
SWGY14426,15,1,142.77,4,3,2,9,Loyal
SWGY14428,11,1,120.57,4,3,2,9,Loyal
SWGY14431,27,2,220.44,3,4,3,10,Champions
SWGY14432,26,1,172.13,3,3,2,8,Loyal
SWGY14440,3,1,68.18,4,3,1,8,Loyal
SWGY14446,21,1,865.34,3,3,4,10,Champions
SWGY14448,29,1,217.59,3,3,3,9,Loyal
SWGY14455,2,1,182.76,4,3,2,9,Loyal
SWGY14456,14,1,273.09,4,3,3,10,Champions
SWGY14459,93,1,174.57,2,3,2,7,Potential
SWGY14462,287,2,526.16,1,4,4,9,Loyal
SWGY14464,391,1,97.17,1,3,1,5,At-Risk
SWGY14466,9,1,233.17,4,3,3,10,Champions
SWGY14471,99,2,384.39,2,4,4,10,Champions
SWGY14476,297,1,391.48,1,3,4,8,Loyal
SWGY14478,5,1,108.41,4,3,2,9,Loyal
SWGY14479,310,1,125.57,1,3,2,6,Potential
SWGY14485,576,2,944.73,1,4,4,9,Loyal
SWGY14492,627,1,200.09,1,3,3,7,Potential
SWGY14500,9,2,610.09,4,4,4,12,Champions
SWGY14502,5,1,231.36,4,3,3,10,Champions
SWGY14505,21,1,207.99,3,3,3,9,Loyal
SWGY14507,439,1,330.02,1,3,4,8,Loyal
SWGY14512,17,1,210.93,4,3,3,10,Champions
SWGY14514,280,1,107.4,1,3,2,6,Potential
SWGY14515,458,1,31.92,1,3,1,5,At-Risk
SWGY14516,157,1,59.97,2,3,1,6,Potential
SWGY14519,316,1,270.22,1,3,3,7,Potential
SWGY14523,13,3,424.1,4,4,4,12,Champions
SWGY14524,531,1,72.72,1,3,1,5,At-Risk
SWGY14527,19,2,268.72,3,4,3,10,Champions
SWGY14529,3,1,202.17,4,3,3,10,Champions
SWGY14532,7,1,21.14,4,3,1,8,Loyal
SWGY14533,130,1,429.92,2,3,4,9,Loyal
SWGY14537,322,1,82.47,1,3,1,5,At-Risk
SWGY14538,28,1,568.47,3,3,4,10,Champions
SWGY14540,399,2,233.61,1,4,3,8,Loyal
SWGY14541,27,1,411.63,3,3,4,10,Champions
SWGY14543,394,1,576.72,1,3,4,8,Loyal
SWGY14550,203,2,226.56,2,4,3,9,Loyal
SWGY14552,16,1,594.05,4,3,4,11,Champions
SWGY14569,3,2,208.95999999999998,4,4,3,11,Champions
SWGY14570,404,1,179.41,1,3,2,6,Potential
SWGY14576,638,1,165.56,1,3,2,6,Potential
SWGY14578,27,1,306.74,3,3,3,9,Loyal
SWGY14579,20,1,136.98,3,3,2,8,Loyal
SWGY14585,340,1,134.32,1,3,2,6,Potential
SWGY14589,17,1,156.86,4,3,2,9,Loyal
SWGY14594,25,1,228.08,3,3,3,9,Loyal
SWGY14595,19,1,105.37,3,3,2,8,Loyal
SWGY14600,4,1,165.38,4,3,2,9,Loyal
SWGY14610,416,1,17.18,1,3,1,5,At-Risk
SWGY14614,405,1,109.67,1,3,2,6,Potential
SWGY14618,413,2,457.04999999999995,1,4,4,9,Loyal
SWGY14622,7,1,99.74,4,3,1,8,Loyal
SWGY14623,177,3,465.65,2,4,4,10,Champions
SWGY14627,186,2,366.11,2,4,4,10,Champions
SWGY14630,178,1,254.85,2,3,3,8,Loyal
SWGY14631,162,1,264.27,2,3,3,8,Loyal
SWGY14642,395,1,105.23,1,3,2,6,Potential
SWGY14646,9,1,103.94,4,3,1,8,Loyal
SWGY14647,37,1,103.66,3,3,1,7,Potential
SWGY14649,17,1,35.76,4,3,1,8,Loyal
SWGY14658,31,1,480.66,3,3,4,10,Champions
SWGY14659,54,1,101.88,3,3,1,7,Potential
SWGY14664,86,1,243.9,2,3,3,8,Loyal
SWGY14668,15,1,71.95,4,3,1,8,Loyal
SWGY14669,14,1,188.53,4,3,2,9,Loyal
SWGY14672,464,1,113.86,1,3,2,6,Potential
SWGY14673,19,1,371.81,3,3,4,10,Champions
SWGY14675,29,1,86.9,3,3,1,7,Potential
SWGY14685,8,1,223.63,4,3,3,10,Champions
SWGY14687,16,1,235.36,4,3,3,10,Champions
SWGY14690,49,1,100.3,3,3,1,7,Potential
SWGY14696,596,1,100.34,1,3,1,5,At-Risk
SWGY14699,19,1,236.06,3,3,3,9,Loyal
SWGY14702,184,1,214.7,2,3,3,8,Loyal
SWGY14705,13,2,372.35,4,4,4,12,Champions
SWGY14707,212,1,310.56,2,3,3,8,Loyal
SWGY14718,239,1,84.25,2,3,1,6,Potential
SWGY14720,8,1,165.84,4,3,2,9,Loyal
SWGY14721,31,1,55.1,3,3,1,7,Potential
SWGY14722,219,1,483.87,2,3,4,9,Loyal
SWGY14734,8,3,651.56,4,4,4,12,Champions
SWGY14740,22,1,380.55,3,3,4,10,Champions
SWGY14745,306,2,280.13,1,4,3,8,Loyal
SWGY14749,16,1,136.12,4,3,2,9,Loyal
SWGY14753,609,1,111.13,1,3,2,6,Potential
SWGY14757,20,1,31.68,3,3,1,7,Potential
SWGY14760,14,1,153.66,4,3,2,9,Loyal
SWGY14763,409,1,92.72,1,3,1,5,At-Risk
SWGY14772,24,1,132.59,3,3,2,8,Loyal
SWGY14774,203,1,167.27,2,3,2,7,Potential
SWGY14777,6,1,251.59,4,3,3,10,Champions
SWGY14791,20,1,181.15,3,3,2,8,Loyal
SWGY14794,92,2,577.11,2,4,4,10,Champions
SWGY14799,167,1,437.89,2,3,4,9,Loyal
SWGY14805,577,1,59.31,1,3,1,5,At-Risk
SWGY14810,25,1,97.6,3,3,1,7,Potential
SWGY14814,43,1,21.27,3,3,1,7,Potential
SWGY14818,17,2,206.7,4,4,3,11,Champions
SWGY14822,27,1,97.69,3,3,1,7,Potential
SWGY14823,17,1,189.81,4,3,2,9,Loyal
SWGY14827,235,1,517.9,2,3,4,9,Loyal
SWGY14839,18,1,72.01,4,3,1,8,Loyal
SWGY14841,14,2,586.18,4,4,4,12,Champions
SWGY14843,450,1,224.71,1,3,3,7,Potential
SWGY14844,3,1,216.17,4,3,3,10,Champions
SWGY14846,11,1,354.07,4,3,4,11,Champions
SWGY14850,24,1,163.04,3,3,2,8,Loyal
SWGY14851,8,2,804.71,4,4,4,12,Champions
SWGY14857,162,1,141.95,2,3,2,7,Potential
SWGY14868,12,2,371.5,4,4,4,12,Champions
SWGY14875,60,1,387.48,3,3,4,10,Champions
SWGY14880,10,1,223.85,4,3,3,10,Champions
SWGY14886,78,1,250.28,3,3,3,9,Loyal
SWGY14891,28,2,236.86,3,4,3,10,Champions
SWGY14896,269,1,290.02,1,3,3,7,Potential
SWGY14903,12,1,116.67,4,3,2,9,Loyal
SWGY14906,7,2,206.81,4,4,3,11,Champions
SWGY14911,87,1,505.91,2,3,4,9,Loyal
SWGY14914,2,1,444.31,4,3,4,11,Champions
SWGY14917,128,1,128.95,2,3,2,7,Potential
SWGY14923,465,1,207.81,1,3,3,7,Potential
SWGY14926,81,1,91.3,3,3,1,7,Potential
SWGY14927,246,1,210.99,2,3,3,8,Loyal
SWGY14929,8,1,177.03,4,3,2,9,Loyal
SWGY14930,213,1,53.28,2,3,1,6,Potential
SWGY14931,210,1,319.54,2,3,3,8,Loyal
SWGY14935,359,1,396.94,1,3,4,8,Loyal
SWGY14938,195,1,226.26,2,3,3,8,Loyal
SWGY14943,117,2,259.33000000000004,2,4,3,9,Loyal
SWGY14950,7,1,328.25,4,3,4,11,Champions
SWGY14956,346,1,121.96,1,3,2,6,Potential
SWGY14959,356,1,128.67,1,3,2,6,Potential
SWGY14963,169,1,410.36,2,3,4,9,Loyal
SWGY14964,295,1,200.86,1,3,3,7,Potential
SWGY14967,89,3,472.75,2,4,4,10,Champions
SWGY14969,18,1,309.32,4,3,3,10,Champions
SWGY14972,14,1,98.14,4,3,1,8,Loyal
SWGY14973,465,1,222.72,1,3,3,7,Potential
SWGY14982,268,1,20.34,1,3,1,5,At-Risk
SWGY14989,16,1,126.08,4,3,2,9,Loyal
SWGY14991,5,1,82.51,4,3,1,8,Loyal
SWGY15001,217,1,91.11,2,3,1,6,Potential
SWGY15003,265,2,458.89,1,4,4,9,Loyal
SWGY15005,1,2,111.2,4,4,2,10,Champions
SWGY15006,272,1,535.68,1,3,4,8,Loyal
SWGY15007,30,1,287.96,3,3,3,9,Loyal
SWGY15008,245,1,54.96,2,3,1,6,Potential
SWGY15012,361,2,90.59,1,4,1,6,Potential
SWGY15014,152,1,336.38,2,3,4,9,Loyal
SWGY15021,534,1,117.66,1,3,2,6,Potential
SWGY15024,73,1,77.69,3,3,1,7,Potential
SWGY15032,5,1,85.55,4,3,1,8,Loyal
SWGY15040,147,1,40.54,2,3,1,6,Potential
SWGY15042,15,1,114.2,4,3,2,9,Loyal
SWGY15045,58,1,134.81,3,3,2,8,Loyal
SWGY15052,20,1,88.98,3,3,1,7,Potential
SWGY15053,4,2,181.07,4,4,2,10,Champions
SWGY15055,5,2,429.11,4,4,4,12,Champions
SWGY15056,27,1,141.53,3,3,2,8,Loyal
SWGY15058,8,2,181.73,4,4,2,10,Champions
SWGY15062,26,2,814.8199999999999,3,4,4,11,Champions
SWGY15063,52,2,490.59999999999997,3,4,4,11,Champions
SWGY15064,60,1,121.66,3,3,2,8,Loyal
SWGY15069,400,1,381.03,1,3,4,8,Loyal
SWGY15072,351,1,225.4,1,3,3,7,Potential
SWGY15074,63,1,215.57,3,3,3,9,Loyal
SWGY15084,226,1,224.09,2,3,3,8,Loyal
SWGY15086,197,2,629.0500000000001,2,4,4,10,Champions
SWGY15088,2,1,321.29,4,3,3,10,Champions
SWGY15089,6,1,236.31,4,3,3,10,Champions
SWGY15090,2,1,280.53,4,3,3,10,Champions
SWGY15091,92,1,453.98,2,3,4,9,Loyal
SWGY15093,3,1,218.96,4,3,3,10,Champions
SWGY15101,60,1,39.33,3,3,1,7,Potential
SWGY15103,260,1,183.79,2,3,2,7,Potential
SWGY15111,73,2,378.98,3,4,4,11,Champions
SWGY15112,6,1,157.47,4,3,2,9,Loyal
SWGY15115,15,2,214.39999999999998,4,4,3,11,Champions
SWGY15118,80,1,29.48,3,3,1,7,Potential
SWGY15122,360,1,250.59,1,3,3,7,Potential
SWGY15130,13,1,539.26,4,3,4,11,Champions
SWGY15131,420,1,247.64,1,3,3,7,Potential
SWGY15133,9,1,99.34,4,3,1,8,Loyal
SWGY15134,478,1,66.88,1,3,1,5,At-Risk
SWGY15141,502,1,160.66,1,3,2,6,Potential
SWGY15142,19,1,376.41,3,3,4,10,Champions
SWGY15143,237,1,596.43,2,3,4,9,Loyal
SWGY15149,551,1,167.44,1,3,2,6,Potential
SWGY15152,56,2,374.25,3,4,4,11,Champions
SWGY15153,381,1,145.87,1,3,2,6,Potential
SWGY15161,24,1,151.81,3,3,2,8,Loyal
SWGY15170,7,3,591.13,4,4,4,12,Champions
SWGY15171,13,2,296.72,4,4,3,11,Champions
SWGY15173,529,1,87.73,1,3,1,5,At-Risk
SWGY15174,12,2,338.70000000000005,4,4,4,12,Champions
SWGY15175,14,3,380.55,4,4,4,12,Champions
SWGY15177,8,1,29.19,4,3,1,8,Loyal
SWGY15178,77,4,812.98,3,4,4,11,Champions
SWGY15179,10,2,428.26,4,4,4,12,Champions
SWGY15180,549,1,162.05,1,3,2,6,Potential
SWGY15182,8,2,449.49,4,4,4,12,Champions
SWGY15183,279,1,282.62,1,3,3,7,Potential
SWGY15190,490,1,14.66,1,3,1,5,At-Risk
SWGY15191,166,1,99.8,2,3,1,6,Potential
SWGY15195,106,1,256.88,2,3,3,8,Loyal
SWGY15200,583,1,61.3,1,3,1,5,At-Risk
SWGY15203,236,1,176.25,2,3,2,7,Potential
SWGY15204,231,2,210.19,2,4,3,9,Loyal
SWGY15206,110,1,45.79,2,3,1,6,Potential
SWGY15209,337,1,133.51,1,3,2,6,Potential
SWGY15212,87,1,93.58,2,3,1,6,Potential
SWGY15214,43,1,30.13,3,3,1,7,Potential
SWGY15218,91,1,98.18,2,3,1,6,Potential
SWGY15222,8,2,178.14,4,4,2,10,Champions
SWGY15229,428,1,49.8,1,3,1,5,At-Risk
SWGY15236,435,1,124.58,1,3,2,6,Potential
SWGY15238,195,1,134.71,2,3,2,7,Potential
SWGY15239,159,1,396.07,2,3,4,9,Loyal
SWGY15240,22,1,577.41,3,3,4,10,Champions
SWGY15242,573,1,215.39,1,3,3,7,Potential
SWGY15243,9,3,430.94,4,4,4,12,Champions
SWGY15246,24,1,160.91,3,3,2,8,Loyal
SWGY15247,183,1,325.8,2,3,4,9,Loyal
SWGY15249,148,2,590.5899999999999,2,4,4,10,Champions
SWGY15250,173,1,229.14,2,3,3,8,Loyal
SWGY15257,50,1,105.72,3,3,2,8,Loyal
SWGY15262,12,1,132.35,4,3,2,9,Loyal
SWGY15280,327,2,216.55,1,4,3,8,Loyal
SWGY15294,67,1,72.32,3,3,1,7,Potential
SWGY15295,231,1,42.95,2,3,1,6,Potential
SWGY15296,454,1,91.79,1,3,1,5,At-Risk
SWGY15302,344,1,355.93,1,3,4,8,Loyal
SWGY15307,232,1,326.91,2,3,4,9,Loyal
SWGY15310,307,1,247.45,1,3,3,7,Potential
SWGY15317,13,1,132.48,4,3,2,9,Loyal
SWGY15320,377,1,323.54,1,3,3,7,Potential
SWGY15322,27,1,441.3,3,3,4,10,Champions
SWGY15328,11,1,31.69,4,3,1,8,Loyal
SWGY15329,24,1,484.44,3,3,4,10,Champions
SWGY15338,20,1,132.15,3,3,2,8,Loyal
SWGY15341,27,1,233.69,3,3,3,9,Loyal
SWGY15349,31,1,91.51,3,3,1,7,Potential
SWGY15352,194,1,205.47,2,3,3,8,Loyal
SWGY15354,5,2,337.01,4,4,4,12,Champions
SWGY15357,462,1,112.11,1,3,2,6,Potential
SWGY15361,274,1,202.22,1,3,3,7,Potential
SWGY15364,120,1,327.15,2,3,4,9,Loyal
SWGY15368,78,2,368.95,3,4,4,11,Champions
SWGY15370,269,1,228.04,1,3,3,7,Potential
SWGY15373,241,1,228.79,2,3,3,8,Loyal
SWGY15374,269,2,440.83000000000004,1,4,4,9,Loyal
SWGY15376,27,1,169.25,3,3,2,8,Loyal
SWGY15377,314,1,165.58,1,3,2,6,Potential
SWGY15378,90,1,349.46,2,3,4,9,Loyal
SWGY15381,697,1,117.5,1,3,2,6,Potential
SWGY15384,7,1,20.68,4,3,1,8,Loyal
SWGY15387,30,1,340.59,3,3,4,10,Champions
SWGY15389,3,1,131.71,4,3,2,9,Loyal
SWGY15392,148,1,29.74,2,3,1,6,Potential
SWGY15395,179,2,757.03,2,4,4,10,Champions
SWGY15396,403,1,191.46,1,3,3,7,Potential
SWGY15397,32,3,651.08,3,4,4,11,Champions
SWGY15404,11,3,203.41,4,4,3,11,Champions
SWGY15406,193,1,96.74,2,3,1,6,Potential
SWGY15408,17,2,357.58000000000004,4,4,4,12,Champions
SWGY15413,716,1,242.78,1,3,3,7,Potential
SWGY15420,84,1,60.63,3,3,1,7,Potential
SWGY15421,170,1,153.53,2,3,2,7,Potential
SWGY15429,97,1,203.97,2,3,3,8,Loyal
SWGY15433,152,1,76.93,2,3,1,6,Potential
SWGY15435,29,1,242.04,3,3,3,9,Loyal
SWGY15438,8,2,577.02,4,4,4,12,Champions
SWGY15440,159,1,474.44,2,3,4,9,Loyal
SWGY15442,652,1,66.31,1,3,1,5,At-Risk
SWGY15447,504,1,244.65,1,3,3,7,Potential
SWGY15450,115,1,455.03,2,3,4,9,Loyal
SWGY15457,31,1,138.04,3,3,2,8,Loyal
SWGY15458,232,1,280.05,2,3,3,8,Loyal
SWGY15469,22,1,117.91,3,3,2,8,Loyal
SWGY15477,89,1,198.27,2,3,3,8,Loyal
SWGY15482,80,1,45.35,3,3,1,7,Potential
SWGY15485,27,1,205.2,3,3,3,9,Loyal
SWGY15492,56,3,1091.67,3,4,4,11,Champions
SWGY15498,135,1,199.2,2,3,3,8,Loyal
SWGY15504,16,1,229.72,4,3,3,10,Champions
SWGY15505,144,1,60.26,2,3,1,6,Potential
SWGY15512,390,1,275.58,1,3,3,7,Potential
SWGY15515,24,1,50.17,3,3,1,7,Potential
SWGY15517,58,2,429.8,3,4,4,11,Champions
SWGY15524,31,1,37.41,3,3,1,7,Potential
SWGY15526,22,1,87.33,3,3,1,7,Potential
SWGY15531,2,1,35.66,4,3,1,8,Loyal
SWGY15535,448,1,216.52,1,3,3,7,Potential
SWGY15541,185,1,172.13,2,3,2,7,Potential
SWGY15542,266,2,466.97,1,4,4,9,Loyal
SWGY15545,20,1,48.57,3,3,1,7,Potential
